Wrong,Type,Right,List
died,~~,died,"['said', 'did', 'is', 'died', 'dies', 'tied', 'cried', 'dyed', 'diet', 'deed']"
dinner,~~,dinner,"['done', 'sinned', 'dinner', 'sinner', 'diner', 'dimmer', 'dinners', 'tonner', 'finer', 'simmer']"
do,~~,do,"['of', 'who', 'as', 'far', 'do', 'di', 'fo', 'so', 'da', 'du']"
do,~~,do,"['can', 'don', 'in', 'do', 'di', 'fo', 'so', 'da', 'du', 'to']"
do,~~,do,"['of', 'is', 'so', 'in', 'do', 'di', 'fo', 'for', 'da', 'du']"
do,~~,do,"['sit', 'in', 'a', 'to', 'do', 'or', 'day', 'down', 'so', 'tea']"
dog,~~,dog,"['it', 'fit', 'soot', 'dog', 'drug', 'of', 'sun', 'son', 'fox', 'cage']"
dog,~~,dog,"['bug', 'of', 'dog', 'big', 'son', 'fog', 'dig', 'sog', 'for', 'dug']"
dog,~~,dog,"['or', 's', 'to', 'it', 'dog', 'dig', 'fog', 'sog', 'dug', 'dag']"
door,~~,door,"['for', 'door', 'too', 'dour', 'so', 'doore', 'doors', 'doo', 'donor', 'foot']"
door,~~,door,"['dot', 'role', 'dirt', 'wood', 'door', 'form', 'or', 'lot', 'foot', 'food']"
dots,~~,dots,"['or', 'dots', 'dogs', 'dos', 'dot', 'dotes', 'fors', 'fits', 'sits', 'days']"
down,~~,down,"['dawns', 'dote', 'fin', 'tin', 'row', 'down', 'sown', 'con', 'dawn', 'clown']"
down,~~,down,"['shown', 'euen', 'sown', 'sowing', 'die', 'snow', 'row', 'down', 'done', 'toe']"
drained,~~,drained,"['dried', 'drained', 'trained', 'stained', 'dreines', 'traines', 'drains', 'detained', 'strained', 'sprained']"
dry,~~,dry,"['day', 'dry', 'dey', 'fry', 'try', 'seat', 'scary', 'dray', 'dy', 'fey']"
due,~~,due,"['dried', 'tied', 'set', 'the', 'to', 'due', 'so', 'come', 'die', 'dye']"
ear,~~,ear,"['were', 'are', 'at', 'or', 'of', 'ear', 'for', 'as', 'a', 'eat']"
ears,~~,ears,"['eyes', 'ears', 'eats', 'wars', 'earns', 'eares', 'ear', 'earls', 'rats', 'rears']"
eat,~~,eat,"['out', 'near', 'not', 'eat', 'at', 'est', 'ear', 'rat', 'wat', 'et']"
eats,~~,eats,"['was', 'eats', 'ears', 'rats', 'exists', 'eat', 'rays', 'rata', 'wars', 'ways']"
eight,~~,eight,"['right', 'eight', 'wight', 'eights', 'eighty', 'eighth', 'weight', 'aught', 'aright', 'rights']"
end,~~,end,"['in', 'at', 'and', 'end', 'rnd', 'ent', 'ind', 'und', 'ene', 'en']"
end,~~,end,"['in', 'at', 'and', 'as', 'end', 'wound', 'bed', 'envy', 'wind', 'land']"
end,~~,end,"['eat', 'into', 'opens', 'in', 'at', 'and', 'as', 'run', 'is', 'end']"
ends,~~,ends,"['and', 'ends', 'cents', 'end', 'its', 'ants', 'ended', 'rnd', 'rands', 'winds']"
eyes,~~,eyes,"['rates', 'rules', 'eye', 'eyes', 'year', 'dates', 'etes', 'eyed', 'ayes', 'eies']"
face,~~,face,"['due', 'rose', 'easy', 'fancy', 'fast', 'face', 'space', 'pact', 'peace', 'race']"
faces,~~,faces,"['days', 'graves', 'places', 'faces', 'paws', 'face', 'faced', 'fakes', 'paces', 'fades']"
far,~~,far,"['at', 'for', 'd', 'far', 'dar', 'fat', 'very', 'fur', 'fer', 'par']"
far,~~,far,"['a', 'for', 'far', 'dar', 'fat', 'fur', 'fer', 'par', 'war', 'dat']"
farm,~~,farm,"['from', 'at', 'for', 'grim', 'park', 'barn', 'foam', 'ram', 'farm', 'game']"
farm,~~,farm,"['face', 'farm', 'arm', 'form', 'parm', 'darn', 'farms', 'far', 'fam', 'fern']"
fat,~~,fat,"['a', 'fat', 'dat', 'far', 'gat', 'fad', 'pat', 'that', 'dst', 'dar']"
fat,~~,fat,"['s', 'for', 'at', 'fat', 'art', 'had', 'dat', 'far', 'gat', 'fad']"
fear,~~,fear,"['hear', 'year', 'rear', 'death', 'fear', 'ease', 'dear', 'feat', 'gear', 'peace']"
fed,~~,fed,"['is', 'had', 'does', 'put', 'feels', 'did', 'fed', 'fad', 'fee', 'def']"
fed,~~,fed,"['it', 'fed', 'for', 'fad', 'off', 'fee', 'as', 'def', 'des', 'fed.']"
feed,~~,feed,"['feel', 'feed', 'deed', 'fees', 'feet', 'feud', 'peed', 'feede', 'feeds', 'freed']"
fell,~~,fell,"['all', 'fell', 'dell', 'full', 'fall', 'fill', 'pell', 'fella', 'fel', 'dull']"
few,~~,few,"['fear', 'fire', 'face', 'law', 'few', 'bed', 'tree', 'view', 'fat', 'dew']"
fill,~~,fill,"['will', 'fill', 'dill', 'full', 'gill', 'fell', 'pill', 'll', 'doll', 'dull']"
film,~~,film,"['fell', 'file', 'gun', 'room', 'firm', 'from', 'film', 'fil', 'filme', 'filmy']"
film,~~,film,"['in', 'from', 'foam', 'dial', 'film', 'file', 'films', 'room', 'find', 'form']"
fine,~~,fine,"['time', 'fine', 'dine', 'pine', 'find', 'in', 'dune', 'dime', 'done', 'fie']"
fire,~~,fire,"['pits', 'city', 'grey', 'dot', 'field', 'fire', 'fuel', 'dive', 'fixed', 'for']"
fire,~~,fire,"['afore', 'before', 'for', 'giver', 'or', 'dot', 'fire', 'tide', 'feel', 'were']"
fish,~~,fish,"['is', 'fish', 'dish', 'fishy', 'gosh', 'gush', 'fist', 'posh', 'push', 'dis']"
floor,~~,floor,"['lot', 'foot', 'doors', 'flavor', 'door', 'floods', 'flood', 'floors', 'floor', 'plot']"
fond,~~,fond,"['and', 'in', 'fond', 'find', 'good', 'fund', 'pond', 'fins', 'found', 'dont']"
food,~~,food,"['of', 'food', 'dood', 'good', 'foot', 'fold', 'foods', 'flood', 'fiot', 'goad']"
food,~~,food,"['for', 'food', 'rooms', 'dood', 'good', 'foot', 'fold', 'foods', 'flood', 'fiot']"
for,~~,for,"['mar', 'dove', 'flye', 'god', 'fie', 'darn', 'doe', 'ear', 'for', 'doth']"
for,~~,for,"['toe', 'fed', 'fuse', 'fits', 'afore', 'dies', 'plot', 'of', 'at', 'for']"
for,~~,for,"['sir', 'to', 'of', 'for', 'at', 'fir', 'foe', 'gor', 'it', 'but']"
for,~~,for,"['of', 'to', 'at', 'for', 'fir', 'foe', 'gor', 'fur', 'far', 'doe']"
for,~~,for,"['to', 'out', 'forth', 'for', 'fir', 'foe', 'gor', 'fur', 'far', 'not']"
for,~~,for,"['but', 'to', 'or', 'for', 'fir', 'foe', 'gor', 'fur', 'far', 'one']"
for,~~,for,"['of', 'to', 'ago', 'or', 'at', 'for', 'fir', 'foe', 'gor', 'fur']"
for,~~,for,"['toe', 'fed', 'fuse', 'fits', 'afore', 'dies', 'plot', 'of', 'at', 'for']"
for,~~,for,"['mar', 'dove', 'flye', 'god', 'fie', 'darn', 'doe', 'ear', 'for', 'doth']"
for,~~,for,"['to', 'four', 'at', 'for', 'fir', 'foe', 'gor', 'fur', 'far', 'doe']"
for,~~,for,"['to', 'of', 'it', 'for', 'fir', 'foe', 'gor', 'fur', 'far', 'doe']"
fox,~~,fox,"['for', 'as', 'to', 'ox', 'dot', 'is', 'fox', 'fir', 'foam', 'did']"
frank,~~,frank,"['frame', 'grant', 'bank', 'frank', 'drank', 'franc', 'prank', 'rank', 'franks', 'drunk']"
fresh,~~,fresh,"['rest', 'fresh', 'free', 'great', 'fees', 'drest', 'fish', 'french', 'flesh', 'frist']"
front,~~,front,"['friend', 'front', 'for', 'fron', 'fronts', 'feint', 'frind', 'grant', 'grunt', 'print']"
ft,~~,ft,"['of', 'to', 'ft', 'or', 'for', 'fy', 'gt', 'pt', 'dy', 'fit']"
gang,~~,gang,"['an', 'gang', 'fang', 'hang', 'gong', 'tang', 'gangs', 'gan', 'gag', 'hung']"
gave,~~,gave,"['above', 'he', 'have', 'gave', 'gove', 'had', 'face', 'grave', 'gav', 'habe']"
gay,~~,gay,"['busy', 'gay', 'gat', 'gau', 'hay', 'guy', 'gai', 'jay', 'fat', 'gamy']"
gear,~~,gear,"['years', 'gear', 'fear', 'hear', 'guar', 'feet', 'feat', 'gears', 'heat', 'gier']"
get,~~,get,"['just', 't', 'be', 'but', 'get', 'gut', 'gat', 'git', 'jet', 'he']"
get,~~,get,"['the', 'be', 'bed', 'her', 'get', 'gut', 'gat', 'git', 'jet', 'but']"
get,~~,get,"['it', 'that', 'the', 'get', 'ye', 'gut', 'gat', 'git', 'jet', 'but']"
get,~~,get,"['the', 'be', 'bed', 'her', 'get', 'it', 'gut', 'gat', 'git', 'jet']"
get,~~,get,"['the', 'her', 'he', 'get', 'they', 'gut', 'gat', 'git', 'jet', 'got']"
get,~~,get,"['sat', 'had', 'let', 'cut', 'set', 'get', 'gut', 'gat', 'git', 'jet']"
get,~~,get,"['the', 'get', 'gut', 'gat', 'git', 'jet', 'fer', 'fey', 'gret', 'gt']"
get,~~,get,"['had', 'he', 'at', 'the', 'but', 'get', 'by', 'next', 'gut', 'gat']"
get,~~,get,"['try', 'the', 'be', 'get', 'beg', 'feet', 'her', 'put', 'bear', 'set']"
get,~~,get,"['the', 'be', 'her', 'far', 'get', 'gut', 'gat', 'git', 'jet', 'try']"
get,~~,get,"['the', 'he', 'they', 'her', 'that', 'get', 'be', 'got', 'gut', 'gat']"
get,~~,get,"['the', 'be', 'her', 'far', 'get', 'gut', 'gat', 'git', 'jet', 'try']"
get,~~,get,"['she', 'the', 'had', 'that', 'it', 'got', 'get', 'gut', 'gat', 'git']"
give,~~,give,"['be', 'drive', 'go', 'give', 'have', 'live', 'five', 'gove', 'gibe', 'hive']"
glad,~~,glad,"['had', 'glad', 'goad', 'gland', 'gad', 'glade', 'flat', 'fled', 'glut', 'fad']"
go,~~,go,"['th', 'go', 'fo', 'ho', 'g', 'god', 'gob', 'gos', 'gor', 'goe']"
go,~~,go,"['th', 'go', 'fo', 'ho', 'g', 'god', 'gob', 'gos', 'gor', 'goe']"
go,~~,go,"['had', 'do', 'got', 'two', 'go', 'fo', 'ho', 'g', 'god', 'gob']"
go,~~,go,"['t', 'do', 'to', 'go', 'give', 'fo', 'ho', 'g', 'god', 'gob']"
go,~~,go,"['in', 'if', 'from', 'on', 'of', 'for', 'to', 'go', 'a', 'fo']"
go,~~,go,"['you', 'so', 'it', 'too', 'go', 'fo', 'ho', 'g', 'god', 'gob']"
go,~~,go,"['in', 'grow', 'hold', 'had', 'do', 'go', 'fo', 'ho', 'hope', 'too']"
go,~~,go,"['th', 'go', 'fo', 'ho', 'g', 'god', 'gob', 'gos', 'gor', 'goe']"
go,~~,go,"['of', 'who', 'to', 'in', 'go', 'fo', 'ho', 'on', 'for', 'got']"
go,~~,go,"['th', 'go', 'fo', 'ho', 'g', 'god', 'gob', 'gos', 'gor', 'goe']"
go,~~,go,"['he', 'you', 'to', 'go', 'a', 'in', 'it', 'fo', 'ho', 'for']"
go,~~,go,"['to', 'in', 'for', 'go', 'of', 'a', 'fo', 'ho', 'had', 'got']"
go,~~,go,"['of', 'on', 'to', 'for', 'in', 'go', 'is', 'fo', 'ho', 'o']"
go,~~,go,"['to', 'of', 'from', 'so', 'not', 'he', 'how', 'in', 'it', 'go']"
go,~~,go,"['to', 'on', 'a', 'in', 'go', 'for', 'he', 'fo', 'ho', 'his']"
go,~~,go,"['it', 'he', 'to', 'a', 'go', 'so', 'how', 'got', 'fo', 'ho']"
go,~~,go,"['t', 'do', 'to', 'go', 'fo', 'ho', 'no', 'for', 'g', 'god']"
go,~~,go,"['th', 'go', 'fo', 'ho', 'g', 'god', 'gob', 'gos', 'gor', 'goe']"
go,~~,go,"['a', 'he', 'his', 'to', 'go', 'of', 'in', 'fo', 'ho', 'no']"
go,~~,go,"['th', 'go', 'fo', 'ho', 'g', 'god', 'gob', 'gos', 'gor', 'goe']"
go,~~,go,"['t', 'do', 'to', 'go', 'fo', 'ho', 'for', 'no', 'now', 'g']"
go,~~,go,"['hit', 'hold', 'give', 'go', 'fly', 'do', 'fo', 'ho', 'g', 'god']"
go,~~,go,"['to', 'a', 'no', 'not', 'had', 'go', 'fo', 'ho', 'in', 'got']"
goes,~~,goes,"['has', 'goes', 'foes', 'hoes', 'joes', 'gods', 'fors', 'goers', 'gos', 'gores']"
goes,~~,goes,"['for', 'is', 'he', 'has', 'goes', 'his', 'foes', 'hoes', 'joes', 'gods']"
gone,~~,gone,"['gained', 'found', 'done', 'gone', 'on', 'gave', 'hone', 'one', 'in', 'fine']"
good,~~,good,"['of', 'good', 'food', 'hood', 'goad', 'gold', 'god', 'goods', 'goody', 'hoof']"
good,~~,good,"['his', 'out', 'good', 'food', 'hood', 'goad', 'of', 'gold', 'god', 'goods']"
goose,~~,goose,"['noise', 'goose', 'good', 'voice', 'nose', 'guise', 'goody', 'house', 'joosy', 'hose']"
got,~~,got,"['to', 'not', 'no', 'had', 'got', 'gor', 'git', 'hot', 'it', 'gut']"
got,~~,got,"['to', 'for', 'it', 'that', 'got', 'had', 'gor', 'git', 'hot', 'gut']"
got,~~,got,"['to', 'not', 'just', 'no', 'got', 'had', 'it', 'but', 'for', 'gor']"
got,~~,got,"['at', 'got', 'gor', 'git', 'hot', 'gut', 'god', 'gat', 'jot', 'fit']"
got,~~,got,"['to', 'not', 'no', 'got', 'had', 'it', 'gor', 'git', 'hot', 'for']"
got,~~,got,"['of', 'who', 'to', 'or', 'had', 'got', 'gor', 'git', 'hot', 'gut']"
got,~~,got,"['beat', 'hid', 'told', 'had', 'that', 'got', 'to', 'gor', 'git', 'hot']"
got,~~,got,"['who', 'of', 'got', 'gor', 'git', 'hot', 'gut', 'god', 'gat', 'jot']"
got,~~,got,"['had', 'that', 'hath', 'got', 'gor', 'git', 'hot', 'hit', 'gut', 'god']"
got,~~,got,"['not', 'to', 'no', 'got', 'gor', 'git', 'hot', 'had', 'gut', 'god']"
got,~~,got,"['not', 'to', 'for', 'got', 'that', 'hot', 'no', 'gor', 'git', 'gut']"
got,~~,got,"['had', 'hath', 'got', 'gor', 'git', 'hot', 'gut', 'god', 'gat', 'jot']"
got,~~,got,"['to', 'for', 'at', 'got', 'but', 'gor', 'git', 'hot', 'of', 'that']"
got,~~,got,"['to', 'that', 'of', 'got', 'for', 'not', 'gor', 'git', 'hot', 'gut']"
got,~~,got,"['go', 'felt', 'that', 'got', 'both', 'gor', 'git', 'hot', 'gut', 'god']"
got,~~,got,"['not', 'no', 'to', 'got', 'had', 'gor', 'git', 'hot', 'for', 'gut']"
got,~~,got,"['to', 'not', 'no', 'had', 'got', 'gor', 'git', 'hot', 'it', 'gut']"
got,~~,got,"['sat', 'had', 'go', 'cut', 'got', 'gor', 'git', 'hot', 'gut', 'god']"
got,~~,got,"['of', 'for', 'go', 'to', 'got', 'it', 'gor', 'git', 'hot', 'but']"
got,~~,got,"['not', 'to', 'no', 'got', 'gor', 'git', 'hot', 'had', 'gut', 'god']"
got,~~,got,"['of', 'to', 'got', 'for', 'but', 'gor', 'git', 'hot', 'or', 'at']"
got,~~,got,"['no', 'not', 'to', 'it', 'got', 'had', 'gor', 'git', 'hot', 'gut']"
got,~~,got,"['who', 'at', 'got', 'gor', 'git', 'hot', 'gut', 'god', 'gat', 'jot']"
gran,~~,gran,"['iran', 'gran', 'iron', 'gram', 'grab', 'grant', 'grand', 'groan', 'gan', 'grain']"
greedy,~~,greedy,"['great', 'greedy', 'greed', 'greasy', 'greefe', 'freed', 'freest', 'greet', 'greeu', 'griefe']"
grew,~~,grew,"['agreed', 'grew', 'free', 'few', 'greet', 'greeu', 'green', 'greed', 'gras', 'hew']"
guard,~~,guard,"['used', 'gear', 'oars', 'hard', 'yard', 'guard', 'years', 'bird', 'heart', 'goat']"
guard,~~,guard,"['bear', 'guard', 'head', 'good', 'had', 'guards', 'guar', 'gears', 'heard', 'hoard']"
guard,~~,guard,"['yard', 'heart', 'board', 'head', 'guard', 'gate', 'had', 'guards', 'guar', 'gears']"
gun,~~,gun,"['gram', 'hunch', 'in', 'jug', 'to', 'gun', 'fan', 'fun', 'gum', 'gin']"
gut,~~,gut,"['that', 'gut', 'for', 'thy', 'guy', 'git', 'hut', 'got', 'gat', 'get']"
guts,~~,guts,"['first', 'guts', 'guys', 'huts', 'gets', 'fits', 'furs', 'gut', 'gusts', 'hits']"
had,~~,had,"['s', 'of', 'has', 'and', 'that', 'at', 'what', 'a', 'had', 'hath']"
had,~~,had,"['of', 'and', 'as', 'he', 'had', 'have', 'gad', 'has', 'hat', 'hod']"
had,~~,had,"['s', 'and', 'of', 'was', 'had', 'that', 'a', 'hath', 'gad', 'has']"
had,~~,had,"['that', 'and', 'cat', 'had', 'gad', 'has', 'hat', 'hod', 'gas', 'hand']"
had,~~,had,"['hope', 'got', 'how', 'had', 'not', 'and', 'as', 'a', 'thus', 'have']"
had,~~,had,"['and', 'of', 'a', 'that', 'at', 'had', 'not', 'gad', 'has', 'hat']"
had,~~,had,"['was', 'has', 's', 'and', 'yet', 'he', 'had', 'but', 'no', 'gad']"
had,~~,had,"['s', 'and', 'was', 'had', 'that', 'he', 'as', 'gad', 'has', 'hat']"
had,~~,had,"['that', 'a', 'at', 'he', 'and', 'what', 'had', 's', 'gad', 'has']"
had,~~,had,"['a', 'her', 'was', 'had', 'gad', 'has', 'hat', 'hod', 'gas', 'hand']"
ham,~~,ham,"['a', 'ham', 'gam', 'jam', 'hum', 'hem', 'gan', 'ha', 'harm', 'hams']"
handle,~~,handle,"['candle', 'hand', 'handle', 'gently', 'hande', 'handled', 'handles', 'hable', 'handy', 'gentle']"
harbour,~~,harbour,"['honour', 'harbour', 'harbor', 'harbours', 'about', 'harboured', 'harbors', 'horrour']"
hare,~~,hare,"['that', 'hare', 'hate', 'hore', 'here', 'hard', 'gate', 'haire', 'heare', 'harme']"
hare,~~,hare,"['hut', 'here', 'harp', 'hare', 'there', 'hate', 'hore', 'hard', 'are', 'gate']"
has,~~,has,"['and', 'was', 'he', 'as', 'has', 'gas', 'had', 'hss', 'gad', 'hasn']"
has,~~,has,"['and', 'was', 'as', 'has', 'he', 'a', 'gas', 'had', 'hss', 'gad']"
has,~~,has,"['and', 'as', 'had', 'has', 'he', 'was', 'gas', 'hss', 'gad', 'hasn']"
has,~~,has,"['and', 's', 'he', 'had', 'was', 'has', 'gas', 'hss', 'gad', 'hasn']"
hast,~~,hast,"['her', 'hast', 'that', 'host', 'has', 'hat', 'hasty', 'haste', 'hadst', 'gust']"
hat,~~,hat,"['lot', 'hat', 'great', 'gat', 'hay', 'had', 'hut', 'hot', 'hag', 'share']"
haunted,~~,haunted,"['hunter', 'haunted', 'hunted', 'hounded', 'haunts', 'hinted', 'handed', 'jointed', 'hundred', 'hanged']"
have,~~,have,"['hate', 'give', 'save', 'have', 'love', 'gave', 'habe', 'hear', 'hove', 'hav']"
have,~~,have,"['be', 'save', 'move', 'have', 'gave', 'habe', 'hove', 'her', 'hav', 'havew']"
he,~~,he,"['when', 'the', 'then', 'he', 'a', 'his', 'her', 'they', 'she', 'ge']"
he,~~,he,"['the', 'had', 'a', 'he', 'ge', 'hr', 'je', 'ha', 'by', 'hue']"
he,~~,he,"['a', 'the', 'my', 'her', 'he', 'his', 'ge', 'hr', 'je', 'ha']"
he,~~,he,"['jig', 'gum', 'hole', 'hart', 'jaw', 'er', 'age', 'guy', 'hat', 'he']"
he,~~,he,"['ve', 'he'd', 'the', 'he', 'she', 'ge', 'hr', 'je', 'ha', 'ye']"
he,~~,he,"['bae', 'the', 'de', 'he', 'she', 'ge', 'hr', 'je', 'la', 'ha']"
he,~~,he,"['the', 'gone', 'a', 'had', 'one', 'he', 'my', 'ge', 'hr', 'je']"
he,~~,he,"['ve', 'he'd', 'the', 'he', 'she', 'ge', 'hr', 'je', 'ha', 'ye']"
he,~~,he,"['jig', 'gum', 'hole', 'hart', 'jaw', 'er', 'age', 'guy', 'hat', 'he']"
he,~~,he,"['rage', 'ex', 'she', 'he', 'the', 've', 'hat', 'they', 'hair', 'eye']"
he,~~,he,"['when', 'the', 'she', 'he', 'ge', 'hr', 'je', 'his', 'ha', 'by']"
he,~~,he,"['harm', 'the', 'then', 'you', 'them', 'me', 'him', 'her', 'he', 'us']"
he,~~,he,"['the', 'a', 'you', 'him', 'her', 'me', 'his', 'them', 'he', 'my']"
he,~~,he,"['the', 'be', 'you', 'a', 'her', 'him', 'any', 'me', 'he', 'his']"
he,~~,he,"['or', 'had', 'a', 'he', 'ge', 'hr', 'je', 'ha', 'd', 'hue']"
he,~~,he,"['or', 'when', 'the', 'he', 'she', 'a', 'had', 'by', 'gets', 'ge']"
he,~~,he,"['bae', 'the', 'de', 'he', 'she', 'ge', 'hr', 'je', 'la', 'ha']"
he,~~,he,"['she', 'you', 'his', 'he', 'ge', 'hr', 'je', 'ha', 'hue', 'hev']"
he,~~,he,"['the', 'she', 'her', 'his', 'get', 'he', 'ge', 'hr', 'je', 'ha']"
he,~~,he,"['s', 'has', 'by', 'he', 'ge', 'hr', 'je', 'ha', 'hue', 'hev']"
he,~~,he,"['had', 'gave', 'has', 'have', 'when', 'he', 'ge', 'hr', 'je', 'ha']"
he,~~,he,"['rage', 'ex', 'she', 'he', 'the', 've', 'hat', 'they', 'hair', 'eye']"
he,~~,he,"['s', 'the', 'or', 'he', 'by', 'a', 'his', 'ge', 'hr', 'je']"
he,~~,he,"['hove', 's', 'the', 'had', 'he', 'ye', 'by', 'yet', 'she', 'be']"
he,~~,he,"['the', 'by', 'a', 'he', 'ge', 'hr', 'je', 'ha', 'hue', 'hev']"
he,~~,he,"['the', 'his', 'her', 'he', 'be', 'thy', 'ye', 'ge', 'hr', 'je']"
he,~~,he,"['a', 'they', 'by', 'you', 'thee', 'he', 'ge', 'hr', 'je', 'ha']"
he,~~,he,"['jig', 'gum', 'hole', 'hart', 'jaw', 'er', 'age', 'guy', 'hat', 'he']"
he,~~,he,"['the', 'now', 'here', 'm', 'ye', 'his', 'has', 'my', 'he', 'ge']"
he,~~,he,"['the', 'his', 'she', 'he', 'her', 'thy', 'my', 'a', 'ge', 'hr']"
he,~~,he,"['a', 'get', 'show', 'he', 'ge', 'hr', 'je', 'ha', 'hue', 'hev']"
he,~~,he,"['she', 'head', 'bed', 'now', 'the', 'he', 'ge', 'hr', 'je', 'ha']"
he,~~,he,"['ve', 'he'd', 'the', 'he', 'she', 'ge', 'hr', 'je', 'ha', 'ye']"
he,~~,he,"['the', 'a', 's', 'he', 'ge', 'hr', 'je', 'ha', 'hue', 'hev']"
he,~~,he,"['jig', 'gum', 'hole', 'hart', 'jaw', 'er', 'age', 'guy', 'hat', 'he']"
he,~~,he,"['horn', 'gun', 'the', 'he', 'hat', 'y', 'show', 'hour', 'she', 'de']"
he,~~,he,"['by', 'has', 'the', 'he', 'be', 'or', 'had', 'she', 'a', 'ge']"
he,~~,he,"['the', 'his', 'gave', 'he', 'ge', 'hr', 'je', 'ha', 'hue', 'hev']"
he,~~,he,"['when', 'a', 's', 'he', 'you', 'ge', 'hr', 'je', 'ha', 'hue']"
he,~~,he,"['ve', 'he'd', 'the', 'he', 'she', 'ge', 'hr', 'je', 'ha', 'ye']"
he,~~,he,"['the', 'a', 'she', 'his', 'they', 'give', 'he', 'ge', 'hr', 'je']"
he,~~,he,"['have', 'had', 'the', 'he', 'be', 'ge', 'hr', 'je', 'ha', 'get']"
he,~~,he,"['how', 'the', 'me', 'he', 'now', 'ge', 'hr', 'je', 'ha', 'hue']"
head,~~,head,"['has', 'had', 'near', 'head', 'he', 'was', 'as', 'her', 'heat', 'heed']"
hear,~~,hear,"['get', 'never', 'have', 'hear', 'gear', 'heat', 'heare', 'her', 'heart', 'hears']"
hear,~~,hear,"['have', 'never', 'yet', 'hear', 'gear', 'heat', 'heare', 'her', 'heart', 'hears']"
heard,~~,heard,"['had', 'heard', 'hears', 'heart', 'heare', 'gears', 'heats', 'head', 'hear', 'hard']"
her,~~,her,"['the', 'it', 'me', 'her', 'hee', 'hyr', 'hir', 'get', 'hr', 'he']"
her,~~,her,"['be', 'the', 'that', 'her', 'he', 'yet', 'hee', 'hyr', 'hir', 'but']"
her,~~,her,"['the', 'thee', 'him', 'it', 'me', 'her', 'their', 'hee', 'hyr', 'hir']"
her,~~,her,"['it', 'he', 'she', 'that', 'her', 'the', 'his', 'hee', 'yet', 'hyr']"
her,~~,her,"['the', 'that', 'his', 'her', 'hee', 'hyr', 'hir', 'get', 'hr', 'he']"
her,~~,her,"['the', 'it', 'him', 'thee', 'me', 'her', 'we', 'hee', 'hyr', 'hir']"
her,~~,her,"['the', 'his', 'him', 'me', 'her', 'hee', 'hyr', 'hir', 'get', 'hr']"
her,~~,her,"['the', 'he', 'it', 'her', 'that', 'she', 'there', 'we', 'have', 'had']"
her,~~,her,"['the', 'it', 'he', 'that', 'her', 'hee', 'hyr', 'hir', 'here', 'hear']"
her,~~,her,"['the', 'him', 'me', 'it', 'her', 'thee', 'hee', 'hyr', 'hir', 'that']"
her,~~,her,"['the', 'him', 'their', 'her', 'it', 'his', 'hee', 'hyr', 'hir', 'get']"
her,~~,her,"['the', 'him', 'thee', 'her', 'hee', 'hyr', 'hir', 'get', 'hr', 'he']"
her,~~,her,"['that', 'what', 'the', 'he', 'her', 'it', 'hee', 'hyr', 'hir', 'how']"
her,~~,her,"['here', 'the', 'yet', 'at', 'heard', 'her', 'he', 'that', 'she', 'there']"
her,~~,her,"['the', 'his', 'it', 'her', 'hee', 'that', 'their', 'hyr', 'hir', 'get']"
hid,~~,hid,"['had', 'did', 'hid', 'hod', 'his', 'hit', 'hie', 'god', 'gis', 'hide']"
hide,~~,hide,"['he', 'de', 'bride', 'mid', 'hide', 'here', 'house', 'hides', 'hose', 'hid']"
hill,~~,hill,"['will', 'hill', 'gill', 'hull', 'hell', 'gull', 'hills', 'hulk', 'grill', 'gills']"
hill,~~,hill,"['will', 'hill', 'gill', 'hull', 'hell', 'gull', 'hills', 'hulk', 'grill', 'gills']"
his,~~,his,"['is', 'who', 'did', 'his', 'has', 'gis', 'hid', 'hys', 'a', 'gos']"
hit,~~,hit,"['their', 'out', 'hit', 'git', 'hut', 'hot', 'hir', 'hid', 'gut', 'got']"
hit,~~,hit,"['not', 'hit', 'get', 'git', 'hut', 'hot', 'hir', 'hid', 'go', 'gut']"
hit,~~,hit,"['they', 'he', 'it', 'hit', 'held', 'git', 'hut', 'hot', 'hir', 'hid']"
hit,~~,hit,"['got', 'hit', 'git', 'hut', 'hot', 'hir', 'hid', 'gut', 'hits', 'hilt']"
hole,~~,hole,"['or', 'half', 'gale', 'hold', 'hole', 'take', 'gold', 'joke', 'while', 'holy']"
hole,~~,hole,"['good', 'hole', 'hale', 'holy', 'old', 'hold', 'holde', 'holed', 'howle', 'holes']"
hole,~~,hole,"['stole', 'nor', 'while', 'told', 'or', 'take', 'pole', 'how', 'hopes', 'hole']"
hole,~~,hole,"['joy', 'holes', 'pile', 'hold', 'home', 'hole', 'mold', 'whole', 'hill', 'pole']"
home,~~,home,"['have', 'home', 'hone', 'gone', 'hoe', 'homer', 'homes', 'game', 'hony', 'goe']"
hook,~~,hook,"['took', 'hook', 'boil', 'hall', 'book', 'hole', 'go', 'hill', 'good', 'cool']"
horse,~~,horse,"['hired', 'horse', 'gorse', 'horde', 'horses', 'horsey', 'hore', 'horsse', 'hors', 'hose']"
hot,~~,hot,"['who', 'not', 'to', 'hot', 'hit', 'got', 'at', 'it', 'jot', 'hat']"
hot,~~,hot,"['not', 'to', 'that', 'hot', 'no', 'got', 'hit', 'jot', 'hat', 'hut']"
hot,~~,hot,"['what', 'it', 'or', 'but', 'hot', 'good', 'got', 'hit', 'jot', 'hat']"
hours,~~,hours,"['his', 'hours', 'gourd', 'hour', 'hour's', 'hors', 'houres', 'hours'', 'goers', 'houre']"
